event,event_label,event_type,model,source,n_extracted,blame_dominant,causal_dominant,stance_dominant,emotion_dominant,frame_dominant
t01_macroeconomics_missing_date,att leapfrogs exxon mobil as largest public company in texas | Macroeconomics,Macroeconomics,openai_gpt4omini,X,8,no blame,currencies depreciate,not_applicable,neutral,routine_adjustment
aapl13_securityvalue_increase_securityvalue_missing_date,stocks mixed this california builder breaks out what to watc | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,opportunity
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,openai_gpt4omini,X,6,no blame,market forces,not_applicable,confidence,opportunity
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,fear,market_correction
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,anthropic_sonnet,X,6,no blame,not applicable,not_applicable,neutral,routine_adjustment
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,anthropic_sonnet,SENTIVENT,8,no blame,competitive disruption through Prime service,not_applicable,neutral,routine_adjustment
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,gemini_flash,X,6,no blame,not applicable,not_applicable,confidence,opportunity
amzn07_product_service_launch_missing_date,amazoncom just crushed department store stocks again with prime | Product/Service.Launch,Product/Service,gemini_flash,SENTIVENT,8,Amazon,not applicable,not_applicable,neutral,opportunity
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,openai_gpt4omini,X,6,no blame,expectations too high,not_applicable,neutral,market_correction
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,neutral,routine_adjustment
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,anthropic_sonnet,X,6,market expectations,overvaluation due to excessive expectations,not_applicable,neutral,market_correction
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,anthropic_sonnet,SENTIVENT,8,market expectations,overoptimistic earnings estimates,not_applicable,resignation,routine_adjustment
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,gemini_flash,X,6,market forces,speculation,not_applicable,anxiety,market_correction
amd13_rating_sellunderperform_missing_date,advanced micro sell says morgan stanley expectations too h | Rating.SellUnderperform,Rating,gemini_flash,SENTIVENT,8,market expectations,unrealistically high market estimates/expectations for future upside,not_applicable,neutral,market_correction
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,openai_gpt4omini,X,6,no blame,market forces,not_applicable,relief,routine_adjustment
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,anthropic_sonnet,X,6,no blame,not specified,not_applicable,neutral,routine_adjustment
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,gemini_flash,X,6,no blame,no explanation provided,not_applicable,confidence,opportunity
dis12_revenue_decrease_revenue_missing_date,disney s fiscal 2017 in review | Revenue.Decrease_Revenue,Revenue,gemini_flash,SENTIVENT,8,no blame,no causal explanation provided,not_applicable,neutral,routine_adjustment
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,X,5,no blame,speculation,not_applicable,confidence,opportunity
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,opportunity
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,X,5,no blame,market demand from aircraft leasing firms,not_applicable,confidence,opportunity
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,anthropic_sonnet,SENTIVENT,8,no blame,market demand and business orders,not_applicable,neutral,opportunity
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,X,5,no blame,increased demand/orders from aircraft leasing firms,not_applicable,confidence,opportunity
ba06_salesvolume_increase_salesvolume_missing_date,aircraft leasing firms lift boeing s dreamliner higher at the p | SalesVolume.Increase_SalesVolume,SalesVolume,gemini_flash,SENTIVENT,8,no blame,orders from aircraft leasing firms,not_applicable,neutral,opportunity
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,openai_gpt4omini,X,5,no blame,unclear,not_applicable,confusion,unknown
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,anxiety,routine_adjustment
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,anthropic_sonnet,X,5,no blame,unclear,not_applicable,confusion,routine_adjustment
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,gemini_flash,X,5,no blame,unclear,not_applicable,anxiety,crisis
ge12_rating_credit_debt_missing_date,ge s credit downgraded at fitch outlook remains negative | Rating.Credit/Debt,Rating,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,institutional_failure
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,openai_gpt4omini,X,5,no blame,speculation,not_applicable,confusion,opportunity
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,openai_gpt4omini,SENTIVENT,8,no blame,market forces,not_applicable,anxiety,opportunity
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,anthropic_sonnet,X,5,no blame,not_applicable,not_applicable,neutral,opportunity
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,anthropic_sonnet,SENTIVENT,8,no blame,not_applicable,not_applicable,neutral,opportunity
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,gemini_flash,X,5,no blame,not applicable,not_applicable,neutral,opportunity
abbv07_rating_buyoutperform_missing_date,abbvie has the most valuable late stage pipeline but is its s | Rating.BuyOutperform,Rating,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,neutral,opportunity
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,X,4,no blame,no causal explanation,not_applicable,confusion,routine_adjustment
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,confidence,opportunity
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,X,4,no blame,unclear,not_applicable,confusion,routine_adjustment
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,X,4,analyst/firm making the upgrade decision,not specified,not_applicable,confusion,institutional_failure
abbv10_securityvalue_increase_securityvalue_missing_date,abbvie you re upgrading it now | SecurityValue.Increase_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,8,no blame,not specified,not_applicable,confidence,opportunity
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,openai_gpt4omini,X,4,no blame,pressure to meet deadlines,not_applicable,confidence,opportunity
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,openai_gpt4omini,SENTIVENT,8,no blame,speculation,not_applicable,anxiety,opportunity
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,anthropic_sonnet,X,4,no blame,not applicable,not_applicable,neutral,routine_adjustment
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,anthropic_sonnet,SENTIVENT,8,no blame,market mispricing,not_applicable,neutral,opportunity
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,gemini_flash,X,4,no blame,self-imposed pressure and deadlines drive productivity and financial results,not_applicable,confidence,opportunity
abbv04_product_service_launch_missing_date,is this dividend aristocrat ridiculously undervalued | Product/Service.Launch,Product/Service,gemini_flash,SENTIVENT,8,no blame,not applicable,not_applicable,neutral,opportunity
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,openai_gpt4omini,X,4,no blame,no causal explanation,not_applicable,confidence,opportunity
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,openai_gpt4omini,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,opportunity
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,anthropic_sonnet,X,4,no blame,competitive business performance,not_applicable,confidence,opportunity
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,anthropic_sonnet,SENTIVENT,8,no blame,patent protection and positive clinical trial results,not_applicable,neutral,opportunity
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,gemini_flash,X,4,no blame,competitive success,not_applicable,confidence,opportunity
abbv09_securityvalue_increase_securityvalue_missing_date,abbvie scores 2 wins 1 threatens regeneron | SecurityValue.Increase_SecurityValue,Product/Service,gemini_flash,SENTIVENT,8,no blame,product innovation and legal success,not_applicable,neutral,opportunity
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,openai_gpt4omini,X,4,no blame,positive drug trial results,not_applicable,confidence,opportunity
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,openai_gpt4omini,SENTIVENT,8,no blame,positive drug trial results,not_applicable,confidence,opportunity
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,anthropic_sonnet,X,4,no blame,positive drug trial results,not_applicable,confidence,opportunity
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,anthropic_sonnet,SENTIVENT,8,no blame,not applicable,not_applicable,confidence,opportunity
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,gemini_flash,X,4,no blame,positive drug trial results,not_applicable,confidence,opportunity
abbv12_rating_pricetarget_missing_date,top biotech stock near buy zone shows positive drug trial resu | Rating.PriceTarget,SecurityValue,gemini_flash,SENTIVENT,8,no blame,successful drug development,not_applicable,confidence,opportunity
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,openai_gpt4omini,X,3,no blame,no causal explanation,not_applicable,confidence,opportunity
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,openai_gpt4omini,SENTIVENT,8,no blame,increased risk of amputation,not_applicable,confusion,cautionary_tale
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,anthropic_sonnet,X,3,no blame,not applicable,not_applicable,confidence,opportunity
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,anthropic_sonnet,SENTIVENT,8,no blame,drug side effects,not_applicable,neutral,cautionary_tale
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,gemini_flash,X,3,no blame,effective marketing strategy and campaign execution,not_applicable,confidence,opportunity
jnj02_product_service_launch_missing_date,jj drug prevents heart attacks at cost of amputated toes | Product/Service.Launch,Product/Service,gemini_flash,SENTIVENT,8,no blame,drug's pharmacological effects,not_applicable,neutral,cautionary_tale
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,openai_gpt4omini,X,3,no blame,year-over-year revenue increase,not_applicable,confidence,opportunity
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,openai_gpt4omini,SENTIVENT,8,no blame,record traffic increase,not_applicable,confidence,opportunity
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,anthropic_sonnet,X,3,no blame,business growth and operational efficiency,not_applicable,confidence,opportunity
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,anthropic_sonnet,SENTIVENT,8,no blame,not specified,not_applicable,neutral,routine_adjustment
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,gemini_flash,X,3,no blame,revenue increase,not_applicable,confidence,opportunity
aal00_revenue_increase_revenue_missing_date,american airlines up on record april traffic upbeat q2 view | Revenue.Increase_Revenue,FinancialReport,gemini_flash,SENTIVENT,8,no blame,no causal explanation,not_applicable,confidence,opportunity
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,openai_gpt4omini,X,3,no blame,speculation,not_applicable,neutral,routine_adjustment
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,openai_gpt4omini,SENTIVENT,5,no blame,speculation,not_applicable,neutral,routine_adjustment
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,anthropic_sonnet,X,3,no blame,not specified,not_applicable,neutral,routine_adjustment
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,anthropic_sonnet,SENTIVENT,5,no blame,not specified,not_applicable,neutral,routine_adjustment
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,gemini_flash,X,3,no blame,no causal explanation,not_applicable,neutral,routine_adjustment
chk01_securityvalue_stable_securityvalue_missing_date,what are the short interest trends in chesapeake energy stock | SecurityValue.Stable_SecurityValue,SecurityValue,gemini_flash,SENTIVENT,5,no blame,not applicable,not_applicable,neutral,routine_adjustment
